LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/02/16
Time	12:57:29.548999786376953125
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/02/16	2024/02/16	2024/02/16	2024/02/16	2024/02/16	2024/02/16	
Time	12:57:29.548999786376953125	12:57:29.6570000648498535156	12:57:29.7649998664855957031	12:57:29.8740000724792480469	12:57:29.9809999465942382813	12:57:30.0890002250671386719	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
	0.000000	295.330385	-37.061127	0.041170	2.014912E-5	0.000178
	0.546000	295.573516	-37.062129	0.040199	1.986837E-5	0.000177
	1.087000	296.167658	-37.061063	0.040054	2.076652E-5	0.000176
	1.634000	291.379105	-37.072926	0.040204	2.033794E-5	0.000178
	2.180000	298.619899	-37.077956	0.039500	1.983731E-5	0.000179
	2.725000	299.053027	-37.046062	0.044838	1.923109E-5	0.000175
	3.267000	289.843032	-37.060293	0.039892	1.902736E-5	0.000177
	3.818000	302.485843	-37.060837	0.042001	1.965346E-5	0.000178
	4.362000	297.990335	-37.047724	0.046462	2.038391E-5	0.000178
	4.907000	294.103460	-37.065526	0.038091	1.970936E-5	0.000178
	5.451000	296.755358	-37.064731	0.043323	2.028950E-5	0.000179
	5.995000	297.747204	-37.077882	0.043854	1.787952E-5	0.000187
	6.538000	298.536172	-37.064653	0.037203	1.511427E-5	0.000191
	7.081000	296.732816	-37.067159	0.036776	1.584471E-5	0.000186
	7.632000	295.504280	-37.065806	0.039613	1.922364E-5	0.000180
	8.177000	302.371523	-37.074057	0.038537	1.936526E-5	0.000179
	8.722000	293.309661	-37.077522	0.042114	2.047211E-5	0.000180
	9.267000	303.704718	-37.067816	0.038496	2.097895E-5	0.000178
	9.814000	294.148544	-37.060245	0.042302	2.099758E-5	0.000178
	10.354000	292.097227	-37.061948	0.043421	2.011434E-5	0.000179
	10.899000	296.558921	-37.075625	0.038681	1.975035E-5	0.000179
	11.442000	302.564740	-37.059253	0.041447	2.046465E-5	0.000178
	11.991000	299.415308	-37.065555	0.040735	2.029198E-5	0.000177
	12.541000	294.214559	-37.061646	0.038563	1.894910E-5	0.000178
	13.083000	291.892739	-37.069967	0.040431	1.879506E-5	0.000178
	13.628000	295.599279	-37.053617	0.043192	1.865220E-5	0.000178
	14.169000	295.858511	-37.057784	0.043175	1.872549E-5	0.000178
	14.713000	306.190772	-37.063607	0.040400	1.829443E-5	0.000178
	15.256000	298.178721	-37.067809	0.043598	1.885345E-5	0.000178
	15.801000	308.269462	-37.064293	0.037513	1.842487E-5	0.000178
	16.343000	297.774576	-37.073168	0.039103	1.969694E-5	0.000176
	16.888000	293.510929	-37.063391	0.041001	1.981868E-5	0.000176
	17.434000	298.534562	-37.057945	0.042363	1.958638E-5	0.000176
